 0.0   1.618999
 0.5   4.319918
 1.0   4.965243
 1.5   4.124157
 2.0   1.615105
 2.5  -0.590002
 3.0  -2.350104
 3.5  -2.747828
 4.0  -2.003324
 4.5  -0.716098
 5.0   0.845828
 5.5   1.774629
 6.0   1.913164
 6.5   1.370727
 7.0   0.494956
 7.5  -0.483224
 8.0  -0.986290
 8.5  -1.083089
 9.0  -0.756703
 9.5  -0.188545
10.0   0.402672
10.5   0.711349
11.0   0.752082
11.5   0.489245
12.0   0.128607
12.5  -0.209127
13.0  -0.407612
13.5  -0.393236
14.0  -0.245587
14.5  -0.002812
15.0   0.196695
15.5   0.300885
16.0   0.274548
16.5   0.164349
17.0   0.010384
17.5  -0.107470
18.0  -0.168710
18.5  -0.153295
19.0  -0.078513
19.5   0.006349
20.0   0.083789
