-5 -5 
-3.88889 -3.88889 
-2.77778 -2.77778 
-1.66667 -1.66667 
-0.555556 -0.555556 
0.555556 0.555556 
1.66667 1.66667 
2.77778 2.77778 
3.88889 3.88889 
5 5 
0.76862 0.53217 0.376624 0.191624 0.0961643 0.0940489 0.192682 0.333036 0.672338 0.779891 
0.59394 0.247736 -0.0157988 -0.157817 -0.115403 -0.124075 -0.154957 -0.00105468 0.250456 0.620162 
0.401775 0.00873455 -0.130154 0.244914 0.194983 0.115523 0.264654 -0.1293 0.00472581 0.384843 
0.193723 -0.142701 0.216718 -0.121579 -0.297012 -0.319862 -0.135196 0.155832 -0.157501 0.190394 
0.0949302 -0.123595 0.115471 -0.297047 0.764434 0.750695 -0.298378 0.183888 -0.115223 0.0961839 
0.0941134 -0.116117 0.176559 -0.295557 0.762865 0.747377 -0.221713 0.123756 -0.123234 0.0948804 
0.196442 -0.131254 0.264946 -0.145902 -0.337956 -0.229478 -0.218056 0.21695 -0.152568 0.187227 
0.398665 -0.00552694 -0.113012 0.215124 0.134137 0.13364 0.223448 -0.108935 0.00379156 0.357706 
0.671644 0.315768 -0.0227008 -0.125194 -0.123648 -0.123658 -0.174787 -0.00972179 0.298932 0.691268 
1.05057 0.592343 0.384401 0.175568 0.0948609 0.0948539 0.198754 0.324958 0.635771 0.980798 
